hierarchy_id,track,subtrack,role_name,career_level,progression_order,is_cross_subtrack,source_page,source_url,source_publisher,source_retrieved,verification_status,notes
imda-operations-and-support-data-centre-and-operations-centre-support-operations-and-support-manager,Operations and Support,Data Centre and Operations Centre Support,Operations and Support Manager,MANAGER,4,true,117,https://www.imda.gov.sg/-/media/imda/images/programmes/skills-framework-for-ict/consolidated-career-maps.pdf,Infocomm Media Development Authority (IMDA) and SkillsFuture Singapore,2026-08-18,REVIEWED_FROM_MASTER_DIAGRAM,Role is visually shown spanning multiple sub-tracks on the master page.
imda-operations-and-support-data-centre-and-operations-centre-support-data-centre-operations-engineer,Operations and Support,Data Centre and Operations Centre Support,Data Centre Operations Engineer,PROFESSIONAL,2,false,117,https://www.imda.gov.sg/-/media/imda/images/programmes/skills-framework-for-ict/consolidated-career-maps.pdf,Infocomm Media Development Authority (IMDA) and SkillsFuture Singapore,2026-08-18,REVIEWED_FROM_MASTER_DIAGRAM,
imda-operations-and-support-data-centre-and-operations-centre-support-associate-data-centre-operations-engineer,Operations and Support,Data Centre and Operations Centre Support,Associate Data Centre Operations Engineer,ASSOCIATE,1,false,117,https://www.imda.gov.sg/-/media/imda/images/programmes/skills-framework-for-ict/consolidated-career-maps.pdf,Infocomm Media Development Authority (IMDA) and SkillsFuture Singapore,2026-08-18,REVIEWED_FROM_MASTER_DIAGRAM,
imda-operations-and-support-data-centre-and-operations-centre-support-operations-centre-support-engineer,Operations and Support,Data Centre and Operations Centre Support,Operations Centre Support Engineer,PROFESSIONAL,2,false,117,https://www.imda.gov.sg/-/media/imda/images/programmes/skills-framework-for-ict/consolidated-career-maps.pdf,Infocomm Media Development Authority (IMDA) and SkillsFuture Singapore,2026-08-18,REVIEWED_FROM_MASTER_DIAGRAM,
imda-operations-and-support-data-centre-and-operations-centre-support-associate-operations-centre-support-engineer,Operations and Support,Data Centre and Operations Centre Support,Associate Operations Centre Support Engineer,ASSOCIATE,1,false,117,https://www.imda.gov.sg/-/media/imda/images/programmes/skills-framework-for-ict/consolidated-career-maps.pdf,Infocomm Media Development Authority (IMDA) and SkillsFuture Singapore,2026-08-18,REVIEWED_FROM_MASTER_DIAGRAM,
imda-operations-and-support-applications-support-chief-information-officer,Operations and Support,Applications Support,Chief Information Officer,EXECUTIVE,6,true,117,https://www.imda.gov.sg/-/media/imda/images/programmes/skills-framework-for-ict/consolidated-career-maps.pdf,Infocomm Media Development Authority (IMDA) and SkillsFuture Singapore,2026-08-18,REVIEWED_FROM_MASTER_DIAGRAM,Role is visually shown spanning multiple sub-tracks on the master page.
imda-operations-and-support-applications-support-head-of-operations-and-support,Operations and Support,Applications Support,Head of Operations and Support,HEAD,5,true,117,https://www.imda.gov.sg/-/media/imda/images/programmes/skills-framework-for-ict/consolidated-career-maps.pdf,Infocomm Media Development Authority (IMDA) and SkillsFuture Singapore,2026-08-18,REVIEWED_FROM_MASTER_DIAGRAM,Role is visually shown spanning multiple sub-tracks on the master page.
imda-operations-and-support-applications-support-operations-and-support-manager,Operations and Support,Applications Support,Operations and Support Manager,MANAGER,4,true,117,https://www.imda.gov.sg/-/media/imda/images/programmes/skills-framework-for-ict/consolidated-career-maps.pdf,Infocomm Media Development Authority (IMDA) and SkillsFuture Singapore,2026-08-18,REVIEWED_FROM_MASTER_DIAGRAM,Role is visually shown spanning multiple sub-tracks on the master page.
imda-operations-and-support-applications-support-applications-support-engineer,Operations and Support,Applications Support,Applications Support Engineer,PROFESSIONAL,2,false,117,https://www.imda.gov.sg/-/media/imda/images/programmes/skills-framework-for-ict/consolidated-career-maps.pdf,Infocomm Media Development Authority (IMDA) and SkillsFuture Singapore,2026-08-18,REVIEWED_FROM_MASTER_DIAGRAM,
imda-operations-and-support-applications-support-associate-applications-support-engineer,Operations and Support,Applications Support,Associate Applications Support Engineer,ASSOCIATE,1,false,117,https://www.imda.gov.sg/-/media/imda/images/programmes/skills-framework-for-ict/consolidated-career-maps.pdf,Infocomm Media Development Authority (IMDA) and SkillsFuture Singapore,2026-08-18,REVIEWED_FROM_MASTER_DIAGRAM,
imda-cyber-security-governance-risk-and-control-chief-information-security-officer,Cyber Security,"Governance, Risk and Control",Chief Information Security Officer,EXECUTIVE,6,true,157,https://www.imda.gov.sg/-/media/imda/images/programmes/skills-framework-for-ict/consolidated-career-maps.pdf,Infocomm Media Development Authority (IMDA) and SkillsFuture Singapore,2026-08-18,REVIEWED_FROM_MASTER_DIAGRAM,Role is visually shown spanning multiple sub-tracks on the master page.
imda-cyber-security-governance-risk-and-control-cyber-risk-manager,Cyber Security,"Governance, Risk and Control",Cyber Risk Manager,MANAGER,4,false,157,https://www.imda.gov.sg/-/media/imda/images/programmes/skills-framework-for-ict/consolidated-career-maps.pdf,Infocomm Media Development Authority (IMDA) and SkillsFuture Singapore,2026-08-18,REVIEWED_FROM_MASTER_DIAGRAM,
imda-cyber-security-governance-risk-and-control-cyber-risk-analyst,Cyber Security,"Governance, Risk and Control",Cyber Risk Analyst,PROFESSIONAL,2,false,157,https://www.imda.gov.sg/-/media/imda/images/programmes/skills-framework-for-ict/consolidated-career-maps.pdf,Infocomm Media Development Authority (IMDA) and SkillsFuture Singapore,2026-08-18,REVIEWED_FROM_MASTER_DIAGRAM,
imda-cyber-security-governance-risk-and-control-associate-security-analyst,Cyber Security,"Governance, Risk and Control",Associate Security Analyst,ASSOCIATE,1,true,157,https://www.imda.gov.sg/-/media/imda/images/programmes/skills-framework-for-ict/consolidated-career-maps.pdf,Infocomm Media Development Authority (IMDA) and SkillsFuture Singapore,2026-08-18,REVIEWED_FROM_MASTER_DIAGRAM,Role is visually shown spanning multiple sub-tracks on the master page.
imda-cyber-security-vulnerability-assessment-and-penetration-testing-chief-information-security-officer,Cyber Security,Vulnerability Assessment and Penetration Testing,Chief Information Security Officer,EXECUTIVE,6,true,157,https://www.imda.gov.sg/-/media/imda/images/programmes/skills-framework-for-ict/consolidated-career-maps.pdf,Infocomm Media Development Authority (IMDA) and SkillsFuture Singapore,2026-08-18,REVIEWED_FROM_MASTER_DIAGRAM,Role is visually shown spanning multiple sub-tracks on the master page.
imda-cyber-security-vulnerability-assessment-and-penetration-testing-vulnerability-assessment-and-penetration-testing-manager,Cyber Security,Vulnerability Assessment and Penetration Testing,Vulnerability Assessment and Penetration Testing Manager,MANAGER,4,false,157,https://www.imda.gov.sg/-/media/imda/images/programmes/skills-framework-for-ict/consolidated-career-maps.pdf,Infocomm Media Development Authority (IMDA) and SkillsFuture Singapore,2026-08-18,REVIEWED_FROM_MASTER_DIAGRAM,
imda-cyber-security-vulnerability-assessment-and-penetration-testing-vulnerability-assessment-and-penetration-testing-analyst,Cyber Security,Vulnerability Assessment and Penetration Testing,Vulnerability Assessment and Penetration Testing Analyst,PROFESSIONAL,2,false,157,https://www.imda.gov.sg/-/media/imda/images/programmes/skills-framework-for-ict/consolidated-career-maps.pdf,Infocomm Media Development Authority (IMDA) and SkillsFuture Singapore,2026-08-18,REVIEWED_FROM_MASTER_DIAGRAM,
imda-cyber-security-vulnerability-assessment-and-penetration-testing-associate-security-analyst,Cyber Security,Vulnerability Assessment and Penetration Testing,Associate Security Analyst,ASSOCIATE,1,true,157,https://www.imda.gov.sg/-/media/imda/images/programmes/skills-framework-for-ict/consolidated-career-maps.pdf,Infocomm Media Development Authority (IMDA) and SkillsFuture Singapore,2026-08-18,REVIEWED_FROM_MASTER_DIAGRAM,Role is visually shown spanning multiple sub-tracks on the master page.
imda-cyber-security-security-operations-chief-information-security-officer,Cyber Security,Security Operations,Chief Information Security Officer,EXECUTIVE,6,true,157,https://www.imda.gov.sg/-/media/imda/images/programmes/skills-framework-for-ict/consolidated-career-maps.pdf,Infocomm Media Development Authority (IMDA) and SkillsFuture Singapore,2026-08-18,REVIEWED_FROM_MASTER_DIAGRAM,Role is visually shown spanning multiple sub-tracks on the master page.
imda-cyber-security-security-operations-security-operations-manager,Cyber Security,Security Operations,Security Operations Manager,MANAGER,4,false,157,https://www.imda.gov.sg/-/media/imda/images/programmes/skills-framework-for-ict/consolidated-career-maps.pdf,Infocomm Media Development Authority (IMDA) and SkillsFuture Singapore,2026-08-18,REVIEWED_FROM_MASTER_DIAGRAM,
imda-cyber-security-security-operations-security-operations-analyst,Cyber Security,Security Operations,Security Operations Analyst,PROFESSIONAL,2,false,157,https://www.imda.gov.sg/-/media/imda/images/programmes/skills-framework-for-ict/consolidated-career-maps.pdf,Infocomm Media Development Authority (IMDA) and SkillsFuture Singapore,2026-08-18,REVIEWED_FROM_MASTER_DIAGRAM,
imda-cyber-security-security-operations-associate-security-analyst,Cyber Security,Security Operations,Associate Security Analyst,ASSOCIATE,1,true,157,https://www.imda.gov.sg/-/media/imda/images/programmes/skills-framework-for-ict/consolidated-career-maps.pdf,Infocomm Media Development Authority (IMDA) and SkillsFuture Singapore,2026-08-18,REVIEWED_FROM_MASTER_DIAGRAM,Role is visually shown spanning multiple sub-tracks on the master page.
imda-cyber-security-forensics-investigation-chief-information-security-officer,Cyber Security,Forensics Investigation,Chief Information Security Officer,EXECUTIVE,6,true,157,https://www.imda.gov.sg/-/media/imda/images/programmes/skills-framework-for-ict/consolidated-career-maps.pdf,Infocomm Media Development Authority (IMDA) and SkillsFuture Singapore,2026-08-18,REVIEWED_FROM_MASTER_DIAGRAM,Role is visually shown spanning multiple sub-tracks on the master page.
imda-cyber-security-forensics-investigation-forensic-investigation-manager,Cyber Security,Forensics Investigation,Forensic Investigation Manager,MANAGER,4,false,157,https://www.imda.gov.sg/-/media/imda/images/programmes/skills-framework-for-ict/consolidated-career-maps.pdf,Infocomm Media Development Authority (IMDA) and SkillsFuture Singapore,2026-08-18,REVIEWED_FROM_MASTER_DIAGRAM,
imda-cyber-security-forensics-investigation-forensic-investigator,Cyber Security,Forensics Investigation,Forensic Investigator,PROFESSIONAL,2,false,157,https://www.imda.gov.sg/-/media/imda/images/programmes/skills-framework-for-ict/consolidated-career-maps.pdf,Infocomm Media Development Authority (IMDA) and SkillsFuture Singapore,2026-08-18,REVIEWED_FROM_MASTER_DIAGRAM,
imda-cyber-security-forensics-investigation-associate-security-analyst,Cyber Security,Forensics Investigation,Associate Security Analyst,ASSOCIATE,1,true,157,https://www.imda.gov.sg/-/media/imda/images/programmes/skills-framework-for-ict/consolidated-career-maps.pdf,Infocomm Media Development Authority (IMDA) and SkillsFuture Singapore,2026-08-18,REVIEWED_FROM_MASTER_DIAGRAM,Role is visually shown spanning multiple sub-tracks on the master page.
imda-cyber-security-incident-response-chief-information-security-officer,Cyber Security,Incident Response,Chief Information Security Officer,EXECUTIVE,6,true,157,https://www.imda.gov.sg/-/media/imda/images/programmes/skills-framework-for-ict/consolidated-career-maps.pdf,Infocomm Media Development Authority (IMDA) and SkillsFuture Singapore,2026-08-18,REVIEWED_FROM_MASTER_DIAGRAM,Role is visually shown spanning multiple sub-tracks on the master page.
imda-cyber-security-incident-response-incident-investigation-manager,Cyber Security,Incident Response,Incident Investigation Manager,MANAGER,4,false,157,https://www.imda.gov.sg/-/media/imda/images/programmes/skills-framework-for-ict/consolidated-career-maps.pdf,Infocomm Media Development Authority (IMDA) and SkillsFuture Singapore,2026-08-18,REVIEWED_FROM_MASTER_DIAGRAM,
imda-cyber-security-incident-response-incident-investigator,Cyber Security,Incident Response,Incident Investigator,PROFESSIONAL,2,false,157,https://www.imda.gov.sg/-/media/imda/images/programmes/skills-framework-for-ict/consolidated-career-maps.pdf,Infocomm Media Development Authority (IMDA) and SkillsFuture Singapore,2026-08-18,REVIEWED_FROM_MASTER_DIAGRAM,
imda-cyber-security-incident-response-associate-security-analyst,Cyber Security,Incident Response,Associate Security Analyst,ASSOCIATE,1,true,157,https://www.imda.gov.sg/-/media/imda/images/programmes/skills-framework-for-ict/consolidated-career-maps.pdf,Infocomm Media Development Authority (IMDA) and SkillsFuture Singapore,2026-08-18,REVIEWED_FROM_MASTER_DIAGRAM,Role is visually shown spanning multiple sub-tracks on the master page.
imda-cyber-security-threat-analysis-chief-information-security-officer,Cyber Security,Threat Analysis,Chief Information Security Officer,EXECUTIVE,6,true,157,https://www.imda.gov.sg/-/media/imda/images/programmes/skills-framework-for-ict/consolidated-career-maps.pdf,Infocomm Media Development Authority (IMDA) and SkillsFuture Singapore,2026-08-18,REVIEWED_FROM_MASTER_DIAGRAM,Role is visually shown spanning multiple sub-tracks on the master page.
imda-cyber-security-threat-analysis-threat-analysis-manager,Cyber Security,Threat Analysis,Threat Analysis Manager,MANAGER,4,false,157,https://www.imda.gov.sg/-/media/imda/images/programmes/skills-framework-for-ict/consolidated-career-maps.pdf,Infocomm Media Development Authority (IMDA) and SkillsFuture Singapore,2026-08-18,REVIEWED_FROM_MASTER_DIAGRAM,
imda-cyber-security-threat-analysis-associate-security-analyst,Cyber Security,Threat Analysis,Associate Security Analyst,ASSOCIATE,1,true,157,https://www.imda.gov.sg/-/media/imda/images/programmes/skills-framework-for-ict/consolidated-career-maps.pdf,Infocomm Media Development Authority (IMDA) and SkillsFuture Singapore,2026-08-18,REVIEWED_FROM_MASTER_DIAGRAM,Role is visually shown spanning multiple sub-tracks on the master page.
imda-cyber-security-security-design-and-engineering-chief-information-security-officer,Cyber Security,Security Design and Engineering,Chief Information Security Officer,EXECUTIVE,6,true,157,https://www.imda.gov.sg/-/media/imda/images/programmes/skills-framework-for-ict/consolidated-career-maps.pdf,Infocomm Media Development Authority (IMDA) and SkillsFuture Singapore,2026-08-18,REVIEWED_FROM_MASTER_DIAGRAM,Role is visually shown spanning multiple sub-tracks on the master page.
imda-cyber-security-security-design-and-engineering-security-architect,Cyber Security,Security Design and Engineering,Security Architect,ARCHITECT,4,false,157,https://www.imda.gov.sg/-/media/imda/images/programmes/skills-framework-for-ict/consolidated-career-maps.pdf,Infocomm Media Development Authority (IMDA) and SkillsFuture Singapore,2026-08-18,REVIEWED_FROM_MASTER_DIAGRAM,
imda-cyber-security-security-design-and-engineering-senior-security-engineer-security-engineer,Cyber Security,Security Design and Engineering,Senior Security Engineer/Security Engineer,SENIOR,3,false,157,https://www.imda.gov.sg/-/media/imda/images/programmes/skills-framework-for-ict/consolidated-career-maps.pdf,Infocomm Media Development Authority (IMDA) and SkillsFuture Singapore,2026-08-18,REVIEWED_FROM_MASTER_DIAGRAM,
imda-cyber-security-security-design-and-engineering-associate-security-analyst,Cyber Security,Security Design and Engineering,Associate Security Analyst,ASSOCIATE,1,true,157,https://www.imda.gov.sg/-/media/imda/images/programmes/skills-framework-for-ict/consolidated-career-maps.pdf,Infocomm Media Development Authority (IMDA) and SkillsFuture Singapore,2026-08-18,REVIEWED_FROM_MASTER_DIAGRAM,Role is visually shown spanning multiple sub-tracks on the master page.
imda-sales-and-marketing-pre-sales-head-of-sales,Sales and Marketing,Pre-Sales,Head of Sales,HEAD,5,true,195,https://www.imda.gov.sg/-/media/imda/images/programmes/skills-framework-for-ict/consolidated-career-maps.pdf,Infocomm Media Development Authority (IMDA) and SkillsFuture Singapore,2026-08-18,REVIEWED_FROM_MASTER_DIAGRAM,Role is visually shown spanning multiple sub-tracks on the master page.
imda-sales-and-marketing-pre-sales-pre-sales-director,Sales and Marketing,Pre-Sales,Pre-Sales Director,DIRECTOR,5,false,195,https://www.imda.gov.sg/-/media/imda/images/programmes/skills-framework-for-ict/consolidated-career-maps.pdf,Infocomm Media Development Authority (IMDA) and SkillsFuture Singapore,2026-08-18,REVIEWED_FROM_MASTER_DIAGRAM,
imda-sales-and-marketing-pre-sales-pre-sales-consultant,Sales and Marketing,Pre-Sales,Pre-Sales Consultant,PROFESSIONAL,2,false,195,https://www.imda.gov.sg/-/media/imda/images/programmes/skills-framework-for-ict/consolidated-career-maps.pdf,Infocomm Media Development Authority (IMDA) and SkillsFuture Singapore,2026-08-18,REVIEWED_FROM_MASTER_DIAGRAM,
imda-sales-and-marketing-sales-head-of-sales,Sales and Marketing,Sales,Head of Sales,HEAD,5,true,195,https://www.imda.gov.sg/-/media/imda/images/programmes/skills-framework-for-ict/consolidated-career-maps.pdf,Infocomm Media Development Authority (IMDA) and SkillsFuture Singapore,2026-08-18,REVIEWED_FROM_MASTER_DIAGRAM,Role is visually shown spanning multiple sub-tracks on the master page.
imda-sales-and-marketing-sales-sales-director,Sales and Marketing,Sales,Sales Director,DIRECTOR,5,false,195,https://www.imda.gov.sg/-/media/imda/images/programmes/skills-framework-for-ict/consolidated-career-maps.pdf,Infocomm Media Development Authority (IMDA) and SkillsFuture Singapore,2026-08-18,REVIEWED_FROM_MASTER_DIAGRAM,
imda-sales-and-marketing-sales-sales-account-manager,Sales and Marketing,Sales,Sales Account Manager,MANAGER,4,false,195,https://www.imda.gov.sg/-/media/imda/images/programmes/skills-framework-for-ict/consolidated-career-maps.pdf,Infocomm Media Development Authority (IMDA) and SkillsFuture Singapore,2026-08-18,REVIEWED_FROM_MASTER_DIAGRAM,
imda-sales-and-marketing-sales-business-development-manager,Sales and Marketing,Sales,Business Development Manager,MANAGER,4,false,195,https://www.imda.gov.sg/-/media/imda/images/programmes/skills-framework-for-ict/consolidated-career-maps.pdf,Infocomm Media Development Authority (IMDA) and SkillsFuture Singapore,2026-08-18,REVIEWED_FROM_MASTER_DIAGRAM,
imda-sales-and-marketing-sales-channel-sales-manager,Sales and Marketing,Sales,Channel Sales Manager,MANAGER,4,false,195,https://www.imda.gov.sg/-/media/imda/images/programmes/skills-framework-for-ict/consolidated-career-maps.pdf,Infocomm Media Development Authority (IMDA) and SkillsFuture Singapore,2026-08-18,REVIEWED_FROM_MASTER_DIAGRAM,
imda-sales-and-marketing-sales-sales-executive,Sales and Marketing,Sales,Sales Executive,PROFESSIONAL,2,false,195,https://www.imda.gov.sg/-/media/imda/images/programmes/skills-framework-for-ict/consolidated-career-maps.pdf,Infocomm Media Development Authority (IMDA) and SkillsFuture Singapore,2026-08-18,REVIEWED_FROM_MASTER_DIAGRAM,
imda-sales-and-marketing-customer-success-head-of-sales,Sales and Marketing,Customer Success,Head of Sales,HEAD,5,true,195,https://www.imda.gov.sg/-/media/imda/images/programmes/skills-framework-for-ict/consolidated-career-maps.pdf,Infocomm Media Development Authority (IMDA) and SkillsFuture Singapore,2026-08-18,REVIEWED_FROM_MASTER_DIAGRAM,Role is visually shown spanning multiple sub-tracks on the master page.
imda-sales-and-marketing-customer-success-customer-success-director,Sales and Marketing,Customer Success,Customer Success Director,DIRECTOR,5,false,195,https://www.imda.gov.sg/-/media/imda/images/programmes/skills-framework-for-ict/consolidated-career-maps.pdf,Infocomm Media Development Authority (IMDA) and SkillsFuture Singapore,2026-08-18,REVIEWED_FROM_MASTER_DIAGRAM,
imda-sales-and-marketing-customer-success-customer-success-manager,Sales and Marketing,Customer Success,Customer Success Manager,MANAGER,4,false,195,https://www.imda.gov.sg/-/media/imda/images/programmes/skills-framework-for-ict/consolidated-career-maps.pdf,Infocomm Media Development Authority (IMDA) and SkillsFuture Singapore,2026-08-18,REVIEWED_FROM_MASTER_DIAGRAM,
imda-sales-and-marketing-marketing-marketing-director,Sales and Marketing,Marketing,Marketing Director,DIRECTOR,5,false,195,https://www.imda.gov.sg/-/media/imda/images/programmes/skills-framework-for-ict/consolidated-career-maps.pdf,Infocomm Media Development Authority (IMDA) and SkillsFuture Singapore,2026-08-18,REVIEWED_FROM_MASTER_DIAGRAM,
imda-sales-and-marketing-marketing-marketing-manager,Sales and Marketing,Marketing,Marketing Manager,MANAGER,4,false,195,https://www.imda.gov.sg/-/media/imda/images/programmes/skills-framework-for-ict/consolidated-career-maps.pdf,Infocomm Media Development Authority (IMDA) and SkillsFuture Singapore,2026-08-18,REVIEWED_FROM_MASTER_DIAGRAM,
imda-sales-and-marketing-marketing-marketing-executive,Sales and Marketing,Marketing,Marketing Executive,PROFESSIONAL,2,false,195,https://www.imda.gov.sg/-/media/imda/images/programmes/skills-framework-for-ict/consolidated-career-maps.pdf,Infocomm Media Development Authority (IMDA) and SkillsFuture Singapore,2026-08-18,REVIEWED_FROM_MASTER_DIAGRAM,
imda-product-development-product-management-chief-product-officer,Product Development,Product Management,Chief Product Officer,EXECUTIVE,6,false,228,https://www.imda.gov.sg/-/media/imda/images/programmes/skills-framework-for-ict/consolidated-career-maps.pdf,Infocomm Media Development Authority (IMDA) and SkillsFuture Singapore,2026-08-18,REVIEWED_FROM_MASTER_DIAGRAM,
imda-product-development-product-management-head-of-product-analytics,Product Development,Product Management,Head of Product Analytics,HEAD,5,false,228,https://www.imda.gov.sg/-/media/imda/images/programmes/skills-framework-for-ict/consolidated-career-maps.pdf,Infocomm Media Development Authority (IMDA) and SkillsFuture Singapore,2026-08-18,REVIEWED_FROM_MASTER_DIAGRAM,
imda-product-development-product-management-head-of-product-design,Product Development,Product Management,Head of Product Design,HEAD,5,false,228,https://www.imda.gov.sg/-/media/imda/images/programmes/skills-framework-for-ict/consolidated-career-maps.pdf,Infocomm Media Development Authority (IMDA) and SkillsFuture Singapore,2026-08-18,REVIEWED_FROM_MASTER_DIAGRAM,
imda-product-development-product-management-head-of-product,Product Development,Product Management,Head of Product,HEAD,5,false,228,https://www.imda.gov.sg/-/media/imda/images/programmes/skills-framework-for-ict/consolidated-career-maps.pdf,Infocomm Media Development Authority (IMDA) and SkillsFuture Singapore,2026-08-18,REVIEWED_FROM_MASTER_DIAGRAM,
imda-product-development-product-management-lead-product-analyst,Product Development,Product Management,Lead Product Analyst,LEAD,4,false,228,https://www.imda.gov.sg/-/media/imda/images/programmes/skills-framework-for-ict/consolidated-career-maps.pdf,Infocomm Media Development Authority (IMDA) and SkillsFuture Singapore,2026-08-18,REVIEWED_FROM_MASTER_DIAGRAM,
imda-product-development-product-management-lead-product-designer,Product Development,Product Management,Lead Product Designer,LEAD,4,false,228,https://www.imda.gov.sg/-/media/imda/images/programmes/skills-framework-for-ict/consolidated-career-maps.pdf,Infocomm Media Development Authority (IMDA) and SkillsFuture Singapore,2026-08-18,REVIEWED_FROM_MASTER_DIAGRAM,
imda-product-development-product-management-lead-product-manager,Product Development,Product Management,Lead Product Manager,LEAD,4,false,228,https://www.imda.gov.sg/-/media/imda/images/programmes/skills-framework-for-ict/consolidated-career-maps.pdf,Infocomm Media Development Authority (IMDA) and SkillsFuture Singapore,2026-08-18,REVIEWED_FROM_MASTER_DIAGRAM,
imda-product-development-product-management-product-analyst,Product Development,Product Management,Product Analyst,PROFESSIONAL,2,false,228,https://www.imda.gov.sg/-/media/imda/images/programmes/skills-framework-for-ict/consolidated-career-maps.pdf,Infocomm Media Development Authority (IMDA) and SkillsFuture Singapore,2026-08-18,REVIEWED_FROM_MASTER_DIAGRAM,
imda-product-development-product-management-product-designer,Product Development,Product Management,Product Designer,PROFESSIONAL,2,false,228,https://www.imda.gov.sg/-/media/imda/images/programmes/skills-framework-for-ict/consolidated-career-maps.pdf,Infocomm Media Development Authority (IMDA) and SkillsFuture Singapore,2026-08-18,REVIEWED_FROM_MASTER_DIAGRAM,
imda-product-development-product-management-product-manager,Product Development,Product Management,Product Manager,MANAGER,4,false,228,https://www.imda.gov.sg/-/media/imda/images/programmes/skills-framework-for-ict/consolidated-career-maps.pdf,Infocomm Media Development Authority (IMDA) and SkillsFuture Singapore,2026-08-18,REVIEWED_FROM_MASTER_DIAGRAM,
imda-product-development-product-management-associate-product-analyst,Product Development,Product Management,Associate Product Analyst,ASSOCIATE,1,false,228,https://www.imda.gov.sg/-/media/imda/images/programmes/skills-framework-for-ict/consolidated-career-maps.pdf,Infocomm Media Development Authority (IMDA) and SkillsFuture Singapore,2026-08-18,REVIEWED_FROM_MASTER_DIAGRAM,
imda-product-development-product-management-associate-product-designer,Product Development,Product Management,Associate Product Designer,ASSOCIATE,1,false,228,https://www.imda.gov.sg/-/media/imda/images/programmes/skills-framework-for-ict/consolidated-career-maps.pdf,Infocomm Media Development Authority (IMDA) and SkillsFuture Singapore,2026-08-18,REVIEWED_FROM_MASTER_DIAGRAM,
imda-product-development-product-management-associate-product-manager,Product Development,Product Management,Associate Product Manager,MANAGER,4,false,228,https://www.imda.gov.sg/-/media/imda/images/programmes/skills-framework-for-ict/consolidated-career-maps.pdf,Infocomm Media Development Authority (IMDA) and SkillsFuture Singapore,2026-08-18,REVIEWED_FROM_MASTER_DIAGRAM,
imda-product-development-software-development-chief-technology-officer,Product Development,Software Development,Chief Technology Officer,EXECUTIVE,6,true,228,https://www.imda.gov.sg/-/media/imda/images/programmes/skills-framework-for-ict/consolidated-career-maps.pdf,Infocomm Media Development Authority (IMDA) and SkillsFuture Singapore,2026-08-18,REVIEWED_FROM_MASTER_DIAGRAM,Role is visually shown spanning multiple sub-tracks on the master page.
imda-product-development-software-development-head-of-software-engineering,Product Development,Software Development,Head of Software Engineering,HEAD,5,false,228,https://www.imda.gov.sg/-/media/imda/images/programmes/skills-framework-for-ict/consolidated-career-maps.pdf,Infocomm Media Development Authority (IMDA) and SkillsFuture Singapore,2026-08-18,REVIEWED_FROM_MASTER_DIAGRAM,
imda-product-development-software-development-software-architect,Product Development,Software Development,Software Architect,ARCHITECT,4,false,228,https://www.imda.gov.sg/-/media/imda/images/programmes/skills-framework-for-ict/consolidated-career-maps.pdf,Infocomm Media Development Authority (IMDA) and SkillsFuture Singapore,2026-08-18,REVIEWED_FROM_MASTER_DIAGRAM,
imda-product-development-software-development-software-engineering-manager,Product Development,Software Development,Software Engineering Manager,MANAGER,4,false,228,https://www.imda.gov.sg/-/media/imda/images/programmes/skills-framework-for-ict/consolidated-career-maps.pdf,Infocomm Media Development Authority (IMDA) and SkillsFuture Singapore,2026-08-18,REVIEWED_FROM_MASTER_DIAGRAM,
imda-product-development-software-development-site-reliability-engineering-manager,Product Development,Software Development,Site Reliability Engineering Manager,MANAGER,4,false,228,https://www.imda.gov.sg/-/media/imda/images/programmes/skills-framework-for-ict/consolidated-career-maps.pdf,Infocomm Media Development Authority (IMDA) and SkillsFuture Singapore,2026-08-18,REVIEWED_FROM_MASTER_DIAGRAM,
imda-product-development-software-development-senior-front-end-developer,Product Development,Software Development,Senior Front End Developer,SENIOR,3,false,228,https://www.imda.gov.sg/-/media/imda/images/programmes/skills-framework-for-ict/consolidated-career-maps.pdf,Infocomm Media Development Authority (IMDA) and SkillsFuture Singapore,2026-08-18,REVIEWED_FROM_MASTER_DIAGRAM,
imda-product-development-software-development-senior-full-stack-developer,Product Development,Software Development,Senior Full Stack Developer,SENIOR,3,false,228,https://www.imda.gov.sg/-/media/imda/images/programmes/skills-framework-for-ict/consolidated-career-maps.pdf,Infocomm Media Development Authority (IMDA) and SkillsFuture Singapore,2026-08-18,REVIEWED_FROM_MASTER_DIAGRAM,
imda-product-development-software-development-senior-back-end-developer,Product Development,Software Development,Senior Back End Developer,SENIOR,3,false,228,https://www.imda.gov.sg/-/media/imda/images/programmes/skills-framework-for-ict/consolidated-career-maps.pdf,Infocomm Media Development Authority (IMDA) and SkillsFuture Singapore,2026-08-18,REVIEWED_FROM_MASTER_DIAGRAM,
imda-product-development-software-development-site-reliability-engineer,Product Development,Software Development,Site Reliability Engineer,PROFESSIONAL,2,false,228,https://www.imda.gov.sg/-/media/imda/images/programmes/skills-framework-for-ict/consolidated-career-maps.pdf,Infocomm Media Development Authority (IMDA) and SkillsFuture Singapore,2026-08-18,REVIEWED_FROM_MASTER_DIAGRAM,
imda-product-development-software-development-front-end-developer,Product Development,Software Development,Front End Developer,PROFESSIONAL,2,false,228,https://www.imda.gov.sg/-/media/imda/images/programmes/skills-framework-for-ict/consolidated-career-maps.pdf,Infocomm Media Development Authority (IMDA) and SkillsFuture Singapore,2026-08-18,REVIEWED_FROM_MASTER_DIAGRAM,
